BudgetLOB,BudgetGroup,BudgetLine,d1,d2,d3,d4,d5,d6,d7,Status,FranchiseNo,FranchiseName,FinancialYear,FinancialMonth,CalendarYear,CalendarMonth,CalendarPeriod,CalendarStartDate,CalendarEndDate,MACH_SERIAL_No,InvoiceDate,InvoiceNo,InvoiceOrderNo,InvoiceVersionNo,InvoiceLineNo,AttachedToSerialNo,CustomerAccount,CustomerBillAccount,CustomerName,BillTitle,BillToCustomer,BillAddress1,BillAddress2,BillAddress3,PostCode,TypeOfSale,PickingNo,DeliveryMode,ShipDate,ShipAccNo,ShipName,ShipTitle,ShipBuilding,ShipStreetNo,ShipStreetName,ShipSuburb,CustomerOrderRef,UserID,Comment1,Comment2,Comment3,ProfitGroup,ProfitGroupDescription,ProfitCentre,ProfitCentreDescription,CustomerCategory,CustomerPurchaseHold,ApplyTo,StockItem,WarehouseCode,WarehouseDescription,Warehouse,SalesmanCode,SalesmanName,DepartmentCode,DepartmentName,ReleasedBy,GRNNo,ManualRefNo,ReasonCode,ReasonCodeDescription,CreditController,CreditControllerName,Branch,UnitOfMeasure,Chargable,Serialized,InsComm,EngineerCode,EngineerNo,EngineerName,Content,ContentSubType,ProductType,ProductTypeDescription,ProductCode,ProductCodeDescription,ProductCategory,ProductCategoryDescription,ProductRank,ProductSubtype,ProductSupplier,NashuaProd,MachineStatus,MachineCondition,TradeInSerialNo,SettlementValue,Segment,SegmentDescription,InvoiceType,StockQuantitiesIssued,QTYOrdered,QTYPicked,QtyBackOrder,UnitPrice,UnitCost,QTY,DiscAccountNo,DiscPcnt,DiscountValue,TaxPercentage,CostPrice,SellingPrice,Margin,TaxValue,LineTotal,Rundate,ShipDateDay
Business Infrastructure,Consumables,HP Contractual,Business Infrastructure,Annuity,Consumable,HP,Toner,Ink Cartridge,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,CN69DDX03S,2020/06/05,100004,45167,1,4,,19529,19529,LAERSKOOL LOUBOS - DEPARTMENT,OF EDUCATION (NORTHEN CAPE),LAERSKOOL LOUBOS - DEPARTMENT,P O BOX 16,,MIER,8811,Incl Cons Sale,27396,Truck,2020-06-05,19529,LAERSKOOL LOUBOS - DEPARTMENT,OF EDUCATION (NORTHEN CAPE),,,LOUBOS ROAD,MIER,MNR SMITH,MARLIB,,,M/R BLK 4314 COL 1576,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,ANINE,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Consumables,Toner,ZTHI,CONSUMABLES HP INKJET PRINTER,F6T83AE,"INY-CN69DDX03S,Yld7000",HPI,HPI HP INKS,,INY,,Y,Sold,Blank,,0.0,CONHPCT,Cons.HP Colour Toner,Incl Cons Sale,1,1,1,0,0.0,1517.74,1.0,0,0.0,0.0,15,1517.74,0.0,-1517.74,0.0,0.0,29:20.6,5
Business Infrastructure,Consumables,HP Contractual,Business Infrastructure,Annuity,Consumable,HP,Toner,Ink Cartridge,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,CN99SKY00M,2020/06/10,100044,45222,1,4,,19797,19797,EKSTEENSKUIL LANDBOUKOUPERASIE,,EKSTEENSKUIL LANDBOUKOUPERASIE,P O BOX 669,,KEIMOES,8860,Incl Cons Sale,27437,Truck,2020-06-10,19797,EKSTEENSKUIL LANDBOUKOUPERASIE,,,,SANDEILAND,KEIMOES,AS PER MARLI,MARLIB,ALREADY DELIVERD,,M/R BLK 2535 COL 328,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,ANINE,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Consumables,Toner,ZTHI,CONSUMABLES HP INKJET PRINTER,F6T83AE,"INY-CN99SKY00M,Yld7000",HPI,HPI HP INKS,,INY,,Y,Sold,Blank,,0.0,CONHPCT,Cons.HP Colour Toner,Incl Cons Sale,1,1,1,0,0.0,1517.74,1.0,0,0.0,0.0,15,1517.74,0.0,-1517.74,0.0,0.0,29:20.6,10
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/15,100126,45284,1,2,,19269,19269,TRANS KALAHARI SOLUTIONS(PTY),,TRANS KALAHARI SOLUTIONS(PTY),P O BOX 2510,,UPINGTON,8800,Customer Billing,0,Not Applicable,1900-01-01,19269,TRANS KALAHARI SOLUTIONS(PTY),,,14,PRESIDENT STEYN STREET,UPINGTON,VOICE CONTRACT,UPPPROCESS,Contract# CBC0015984,Contract Type VOIP,9.60201E+12,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,420,JACO MOSTERT,100,SALES,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-14,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,VOIP Invoice,0,1,1,0,23.59,0.0,,0,0.0,0.0,15,0.0,23.59,23.59,3.54,27.13,29:20.6,1
ISP Services,ISP Services,PCs and Servers,ISP Services,Hardware,PC,Machine,Notebooks,,,Purchase - NASHUA (PTY) LTD,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,4018C33,2020/06/03,954704,161292,1,6,,820714,820714,SOLUTIONS PRO (PTY)LTD,T/A NASHUA UPINGTON,SOLUTIONS PRO (PTY)LTD,12 GROOTE SCHUURE AVENUE,,KIMBERLEY,8300,e-order(HP),0,Truck,1900-01-01,820714,NASHUA UPINGTON,28 KORT STR,,,,UPINGTON,007975-01 ALIDA UPP,JANETB,MARLI,54,,UPP,NASHUA UPINGTON,FRA,Franchise,0,,0,Y,413,PINNSEC,413_PINNSEC,11,EUGENE ENGELBRECHT,113,FRANCHISE DEPT,JANETB,0,139973,0,,F03,LERATO NKETLE,100,EA,,Y,0.0,,0,,PC,Machine,PMNA,PC HARDWARE NASHUA,N2060BVN3590,DELL VOSTRO 3590 I5-1021U,Non,None,,NTB,,Y,Sold,Blank,,0.0,,Blank,Manual Invoice,1,1,1,0,10150.0,10150.0,1.0,0,0.0,0.0,15,10150.0,0.0,0.0,1522.5,11672.5,16:10.6,1
Business Infrastructure,Consumables,Mono,Business Infrastructure,Annuity,Consumable,Other,Toner,,Mono,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,100891,45348,1,2,,14506,14506,NASHUA BLOEMFONTEIN,,NASHUA BLOEMFONTEIN,P O BOX 4441,,BLOEMFONTEIN,9300,Cash,27491,Not Applicable,2020-06-22,14506,NASHUA BLOEMFONTEIN,,,65,SAND DU PLESSIS AVENUE,BLOEMFONTEIN,ALIDA,MARLIB,,,,BLM,NASHUA BLOEMFONTEIN,FRA,FRANCHISE ACOUNTS,0,Business Accounts,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,MARLIB,0,0,0,,FRA,FRANCHISE ACCOUNTS,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMP601BL,BLACK PRINT CARTRIDGE MP601,Non,None,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Ship & Invoice,1,1,1,0,2321.0,2321.0,1.0,0,0.0,0.0,0,2321.0,2321.0,0.0,0.0,2321.0,29:20.6,22
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/25,100933,45404,1,1,,20575,20575,UPP - SPARES JAUN LANGFRED,,UPP - SPARES JAUN LANGFRED,PO BOX 2473,,UPINGTON,8800,Cash,27530,Truck,2020-06-25,20575,UPP - SPARES JAUN LANGFRED,,,28,KORT STREET,UPINGTON,W917PB00093,GERALDINE,GWK TRUCKSTOP,,,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,0,Y,2,SPARES W/H,002_SPARES W/H,200,SERVICE,200,SERVICE,GERALDINE,0,0,0,,INH,INHOUSE,1,EA,,N,,UPT,11,JAUN LANGFRED,Parts,Copiers,SC,NASHUA SPARES - COPIERS,AF1013DGK-CE,TALIMAGE GEAR SET,C,COPIER PARTS,BZ,PRT,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,1,1,1,0,0.0,115.0,1.0,0,0.0,0.0,15,115.0,0.0,-115.0,0.0,0.0,29:20.6,25
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,100974,45454,1,6,,15595,15595,VELA LANGE PRIMERE SKOOL,,VELA LANGE PRIMERE SKOOL,P O BOX 397,,UPINGTON,8800,Cash,0,Not Applicable,2020-06-30,15595,VELA LANGE PRIMERE SKOOL,,,,PABALLELLO,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 085259,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,70.98,0.0,,0,0.0,0.0,0,0.0,70.98,70.98,0.0,70.98,29:20.6,30
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/18,100878,45329,1,1,,21904,21904,UPP SPARES - MARTIN LAURENSON,,UPP SPARES - MARTIN LAURENSON,P O BOX,,UPINGTON,8800,Cash,27480,Not Applicable,2020-06-18,21904,UPP SPARES - MARTIN LAURENSON,,,28,KORT STREET,UPINGTON,M0179608523,GERALDINE,CASH CRUSADERS,,,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,0,Y,2,SPARES W/H,002_SPARES W/H,200,SERVICE,200,SERVICE,GERALDINE,0,0,0,,INH,INHOUSE,1,EA,,N,,,0,,Parts,Copiers,SC,NASHUA SPARES - COPIERS,B0443550,CLEANING BLADE MP201/301(COMP),Non,None,AA,CBL,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,1,1,1,0,0.0,92.93,1.0,0,0.0,0.0,15,92.93,0.0,-92.93,0.0,0.0,29:20.6,18
Business Infrastructure,Consumables,"Other (Staples, Labels, etc.)",Business Infrastructure,Annuity,Consumable,Other,Paper,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/25,100931,45401,1,1,,16443,16443,NASHUA PAARL & WEST COAST,,NASHUA PAARL & WEST COAST,P O BOX 2791,,PAARL,7620,Cash,27529,Truck,2020-06-25,16443,NASHUA PAARL & WEST COAST,,,3,GIMNASIUM STREET,PAARL,TANJA,MARLIB,,,,PWC,NASHUA PAARL & WEST COAST,FRA,FRANCHISE ACOUNTS,0,Business Accounts,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,422,MARLI BEKKER,400,SUPPLIES,MARLIB,0,0,0,,FRA,FRANCHISE ACCOUNTS,1,EA,,N,0.0,,0,,Consumables,Paper,ZPNC,CONS PAPER NASHUA CUT PAPER,NBA4S80GSM,SAPPI/NASHUA BOND 80GSM A4,Non,None,,PAP,,Y,Sold,Blank,,0.0,CONS,Consumables,Ship & Invoice,5,5,5,0,50.5,42.82,5.0,0,0.0,0.0,15,214.1,252.5,38.4,37.88,290.38,29:20.6,25
Business Infrastructure,Consumables,Colour,Business Infrastructure,Annuity,Consumable,Other,Toner,,Colour,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,C718R511677,2020/06/17,100864,45318,1,2,,19403,19403,REDSUN DRIED FRUIT AND NUTS(PT,Y) LTD,REDSUN DRIED FRUIT AND NUTS(PT,P O BOX 767,,KEIMOES,8860,Incl Cons Sale,27467,Truck,2020-06-17,19403,REDSUN DRIED FRUIT AND NUTS(PT,Y) LTD,,,ERF 1289 KEIMOES ROAD,KEIMOES,GIN,MARLIB,,,M/R BLK 63936 COL 53966,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,MARLIB,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC3503Y,"TCY-C718R511677,Yld18000",Non,None,,TCY,,Y,Sold,Blank,,0.0,CCON,Colour Consumables,Incl Cons Sale,1,1,1,0,0.0,2924.0,1.0,0,0.0,0.0,15,2924.0,0.0,-2924.0,0.0,0.0,29:20.6,17
,,,Business Infrastructure,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/19,100880,45331,1,2,,16638,16638,PROZEL 127CC,PRIME KALAHARI PROPERTIES,PROZEL 127CC,P O BOX 2539,,UPINGTON,8800,Cash,27482,Truck,2020-06-19,16638,PRIME KALAHARI PROPERTIES,,SHOP 17 PICK 'N PAY CENTRE,CNR,HILL & SCOLL STREET,UPINGTON,ANNETJIE,MARLIB,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,422,MARLI BEKKER,400,SUPPLIES,ANINE,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,,,0,,Non-Stock Charges,CENTS ADJ,*,CHARGES - INVOICE ONLY,CENTS ADJ,CENTS ADJUSTMENT,Non,None,,,,Y,Sold,Pgm Generated,,0.0,,Blank,Ship & Invoice,0,-1,-1,0,0.03,0.0,,0,0.0,0.0,0,0.0,-0.03,-0.03,0.0,-0.03,29:20.6,19
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/29,100946,45435,1,2,,21904,21904,UPP SPARES - MARTIN LAURENSON,,UPP SPARES - MARTIN LAURENSON,P O BOX,,UPINGTON,8800,Cash,27543,Not Applicable,2020-06-29,21904,UPP SPARES - MARTIN LAURENSON,,,28,KORT STREET,UPINGTON,W914P900557,GERALDINE,RAWSON,,,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,0,Y,2,SPARES W/H,002_SPARES W/H,200,SERVICE,200,SERVICE,GERALDINE,0,0,0,,INH,INHOUSE,1,EA,,N,,,0,,Parts,Copiers,SCD,NASHUA SPARES - DRUMS,B0449510F,OPC DRUM AF1013/1515MFP,Non,None,AA,OPC,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,1,1,1,0,0.0,871.42,1.0,0,0.0,0.0,15,871.42,0.0,-871.42,0.0,0.0,29:20.6,29
Business Infrastructure,Consumables,Colour,Business Infrastructure,Annuity,Consumable,Other,Toner,,Colour,Purchase - NASHUA (PTY) LTD,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/05/25,953578,160252,1,4,,820714,820714,SOLUTIONS PRO (PTY)LTD,T/A NASHUA UPINGTON,SOLUTIONS PRO (PTY)LTD,12 GROOTE SCHUURE AVENUE,,KIMBERLEY,8300,e-Order,505972,Truck,2020-05-25,820714,NASHUA UPINGTON,,,12,GROOTE SCHUURE AVENUE,UPINGTON,007943-01 ALIDA UPP,ALIDA,TRUCK TO COLLECT,,,UPP,NASHUA UPINGTON,FRA,Franchise,0,,0,Y,100,DSV-MAIN W/H,100_DSV-MAIN W/H,11,EUGENE ENGELBRECHT,113,FRANCHISE DEPT,ALIDA,0,7943,0,,F03,LERATO NKETLE,100,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC305MA,MAGENTA PRINT CART: MPC305SPF,ZCC,Copier chem/cons,,TCM,,Y,Sold,Blank,,0.0,CCON,Colour Consumables,Ship & Invoice,1,1,1,0,1118.0,792.0,1.0,0,0.0,0.0,15,1118.0,0.0,0.0,167.7,1285.7,16:10.6,25
Business Infrastructure,Accessories,Accessories,Business Infrastructure,Hardware,MFP,Accessory,Mono,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,E273Q901503,2020/06/03,99992,45151,1,3,E333M920749,16121,16121,UPT - CAPATILIZED ACCOUNT,,UPT - CAPATILIZED ACCOUNT,NASHUA UPINGTON,,UPINGTON,8800,Select A Serial #,0,Not Applicable,1900-01-01,16121,UPT - CAPATILIZED ACCOUNT,,,28,KORT STREET,UPINGTON,UPT,MARLIB,GRN - STOCK RETURN BY AGRMNT,,,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,3620,Y,6,S/HAND MACHINES,006_S/HAND MACHINES,100,SALES,100,SALES,MARLIB,3620,3620,307,,INH,INHOUSE,1,EA,,Y,0.0,,0,,MFP,Accessory,CANF,MFP ACCESSORY NASHUA FAXUNIT,FAXOPTYPEM1B,FAX OPT TYPE M1 MP2001/2501,OTH,OTHER,,,,Y,Sold,Blank,,0.0,KCPM2,BW Segment 2(20-39),Goods Returned,-1,-1,-1,0,0.0,0.01,-1.0,0,0.0,0.0,15,-0.01,0.0,0.01,0.0,0.0,29:20.6,1
Connectivity Infrastructure,PBX,PBX,Connectivity Infrastructure,Hardware,PBX,Machine,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,J3N7S19926903201,2020/06/11,100076,44876,1,1,,20648,900043,QUINCE CAPITAL (PTY) LTD,,QUINCE CAPITAL (PTY) LTD,P O BOX 897,,HALFWAY HOUSE,1685,Rental,27266,,2020-05-13,20648,ATTIE JOOSTE OOGKUNDIGES,,,,SHOP 16 KALAHARI MALL,UPINGTON,ATTIE JOOSTE,MARLIB,,,,999,Unknown,BNK,DISCOUNTING BANKS,N,Quince Capital,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,420,JACO MOSTERT,100,SALES,ANINE,0,0,0,,BNK,R C & C FINANCE,1,EA,,Y,,,0,,PABX,Machine,TMP,PABX MAMIN UNIT - PANASONIC,HG659 EBU,VODACOM ROUTER,Non,None,None,,,N,Sold,Blank,,0.0,,,Dem Sale,1,1,1,0,0.0,0.01,1.0,900043,0.0,0.0,15,0.01,0.0,-0.01,0.0,0.0,29:20.6,13
Business Infrastructure,Consumables,HP Contractual,Business Infrastructure,Annuity,Consumable,HP,Toner,Laser Cartridge,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,VNB8K4K6F9,2020/06/03,99980,45135,1,1,,17598,17598,KOBUS DUVENHAGE BOUERS CC,,KOBUS DUVENHAGE BOUERS CC,POSTNET 111,PRIVATE BAG X5879,UPINGTON,8800,Incl Cons Sale,27382,Truck,2020-06-03,17598,KOBUS DUVENHAGE BOUERS CC,,,,STAND 1070 LOUISVALEWEG,UPINGTON,DANELA,MARLIB,,,M/R BLK 2405 COL 18591,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,MARLIB,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Consumables,Toner,ZTHL,CONSUMABLES HP LASER PRINTERS,CF413XC,"TCM-VNB8K4K6F9,Yld5000",HPC,HP CONSUMABLES CONRACTUAL,,TCM,,Y,Sold,Blank,,0.0,CONS,Consumables,Incl Cons Sale,1,1,1,0,0.0,2072.28,1.0,0,0.0,0.0,15,2072.28,0.0,-2072.28,0.0,0.0,29:20.6,3
ISP Services,ISP Services,PCs and Servers,ISP Services,Hardware,PC,Machine,Notebooks,,,Purchase - NASHUA (PTY) LTD,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,H418C33,2020/06/03,954704,161292,1,3,,820714,820714,SOLUTIONS PRO (PTY)LTD,T/A NASHUA UPINGTON,SOLUTIONS PRO (PTY)LTD,12 GROOTE SCHUURE AVENUE,,KIMBERLEY,8300,e-order(HP),0,Truck,1900-01-01,820714,NASHUA UPINGTON,28 KORT STR,,,,UPINGTON,007975-01 ALIDA UPP,JANETB,MARLI,54,,UPP,NASHUA UPINGTON,FRA,Franchise,0,,0,Y,413,PINNSEC,413_PINNSEC,11,EUGENE ENGELBRECHT,113,FRANCHISE DEPT,JANETB,0,139973,0,,F03,LERATO NKETLE,100,EA,,Y,0.0,,0,,PC,Machine,PMNA,PC HARDWARE NASHUA,N2060BVN3590,DELL VOSTRO 3590 I5-1021U,Non,None,,NTB,,Y,Sold,Blank,,0.0,,Blank,Manual Invoice,1,1,1,0,10150.0,10150.0,1.0,0,0.0,0.0,15,10150.0,0.0,0.0,1522.5,11672.5,16:10.6,1
,,,Business Infrastructure,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/25,100932,45402,1,2,,18247,18247,VAN DER MERWE VENTER 17(PTY),@ 48 DEGREES,VAN DER MERWE VENTER 17(PTY),P O BOX 18,,MARCHAND,8873,Cash,0,Not Applicable,1900-01-01,18247,48 DEGREES,@ 48 DEGREES,,,PROPERTY 858 R64,MARCHAND,MANUAL BILLING,GERALDINE,78213-80424=2211X0.1794=396.65,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,GERALDINE,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,CENTS ADJ,*,CHARGES - INVOICE ONLY,CENTS ADJ,CENTS ADJUSTMENT,Non,None,,,,Y,Sold,Pgm Generated,,0.0,,Blank,Invoice Only,0,-1,-1,0,0.05,0.0,,0,0.0,0.0,0,0.0,-0.05,-0.05,0.0,-0.05,29:20.6,1
Business Infrastructure,MFP,Colour,Business Infrastructure,Hardware,MFP-Ink and Laser Printer,Machine,Colour,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,CN67QDX0HJ,2020/06/12,100081,44227,1,1,,18136,18136,KAI GARIB MUNICIPALITY,,KAI GARIB MUNICIPALITY,P.O BOX 174,,KAKAMAS,8870,Cash,27017,,2020-02-28,18136,KAI GARIB MUNICIPALITY,,,,HOOF STREET,KEIMOES,KAI GARBI MUNICIAPLITY,MARLIB,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,6,S/HAND MACHINES,006_S/HAND MACHINES,100,SALES,100,SALES,ANINE,0,0,0,,NOC,NOCR CUSTOMERS,1,EA,,Y,350.0,,0,,MFP,Machine,CMHD,MFP MACHINE HP DIGITAL,D3Q20B,HP PageWide Pro MFP 477dw,Non,None,,,,Y,Sold,Blank,,0.0,CCPM4,Col Seg 4 (30-49),Dem Sale,1,1,1,0,0.0,1000.0,1.0,0,0.0,0.0,15,1000.0,0.0,-1000.0,0.0,0.0,29:20.6,28
Business Infrastructure,Consumables,Mono,Business Infrastructure,Annuity,Consumable,Other,Toner,,Mono,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,W3079600081,2020/06/05,100005,45168,1,1,,19529,19529,LAERSKOOL LOUBOS - DEPARTMENT,OF EDUCATION (NORTHEN CAPE),LAERSKOOL LOUBOS - DEPARTMENT,P O BOX 16,,MIER,8811,Incl Cons Sale,27397,Truck,2020-06-05,19529,LAERSKOOL LOUBOS - DEPARTMENT,OF EDUCATION (NORTHEN CAPE),,,LOUBOSWEG,MIER,MNR SMITH,MARLIB,,,M/R BLK 71495,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,ANINE,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,T1270D,"TON-W3079600081,Yld7000",Non,None,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Incl Cons Sale,1,1,1,0,0.0,372.0,1.0,0,0.0,0.0,15,372.0,0.0,-372.0,0.0,0.0,29:20.6,5
,,,Business Infrastructure,Annuity,Copy Charges,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,E336M320368,2020/06/15,100088,45233,1,1,,16916,16916,NEILERSDRIFT INTERMEDIATE,SCHOOL,NEILERSDRIFT INTERMEDIATE,P O BOX 808,,KEIMOES,8860,Cash,0,,2020-06-15,16916,NEILERSDRIFT INTERMEDIATE,,SCHOOL,,LOUISVALE ROAD,KEIMOES,CUSTOMER BILLED INCORRECT,ANINE,SEE FINAL BILLING ON INV,98015 CSA NOT SUSPENDED,CR - INCORRECT METER READING,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,98477,N,999,None,999_None,200,SERVICE,200,SERVICE,CHARLYN,0,16916,226,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Non-Stock Charges,MTRCC,*,CHARGES - INVOICE ONLY,MTRCC,1573 Copies made @.1190,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,187.19,0.0,,0,0.0,0.0,15,0.0,-187.19,-187.19,-28.08,-215.27,29:20.6,15
Voice & Data,VOIP,VOIP,Voice and Data,Managed Services,VOIP,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,LTE 09602007908908,2020/06/15,100132,45290,1,1,,19405,19405,CHARL BAARD LANBOUPRODUKTE CC,,CHARL BAARD LANBOUPRODUKTE CC,P O BOX 111,,KEIMOES,8860,Customer Billing,0,Not Applicable,1900-01-01,19405,CHARL BAARD LANBOUPRODUKTE CC,,,58,STASIE STREET,KEIMOES,VOICE CONTRACT,UPPPROCESS,Contract# CBC0016979,Contract Type VOIP,LTE 09602007908908,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,420,JACO MOSTERT,100,SALES,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP L/RENT,*,CHARGES - INVOICE ONLY,VOIP L/RENT,Monthly Fee: July 2020,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,VOIP Invoice,0,1,1,0,299.0,0.0,,0,0.0,0.0,15,0.0,299.0,299.0,44.85,343.85,29:20.6,1
